transaction_id,member_id,transaction_type,points,basket_value_gbp,store_id,channel,sku,transaction_at,created_at
5389,202,earn,69,44.03,15,online,NP-SKU-00006,2026-02-04 20:47:00,2026-02-04 20:47:00
4910,305,earn,486,128.57,6,click_collect,NP-SKU-00022,2026-02-04 21:33:00,2026-02-04 21:33:00
5698,352,earn,459,138.45,18,online,NP-SKU-00073,2026-02-04 22:04:00,2026-02-04 22:04:00
8483,311,earn,463,145.31,6,in_store,NP-SKU-00137,2026-02-04 22:07:00,2026-02-04 22:07:00
11302,142,earn,269,77.88,,click_collect,NP-SKU-00071,2026-02-04 22:28:00,2026-02-04 22:28:00
5221,150,earn,271,125.28,,online,NP-SKU-00113,2026-02-04 22:48:00,2026-02-04 22:48:00
7868,365,earn,332,104.87,5,online,NP-SKU-00071,2026-02-05 08:17:00,2026-02-05 08:17:00
1402,69,earn,260,7.13,9,click_collect,NP-SKU-00136,2026-02-05 08:19:00,2026-02-05 08:19:00
13243,392,earn,115,55.95,8,click_collect,NP-SKU-00148,2026-02-05 08:19:00,2026-02-05 08:19:00
7517,6,earn,16,96.95,13,in_store,NP-SKU-00069,2026-02-05 08:32:00,2026-02-05 08:32:00
7769,11,earn,204,162.85,29,click_collect,NP-SKU-00003,2026-02-05 08:32:00,2026-02-05 08:32:00
893,423,earn,398,27.07,1,click_collect,NP-SKU-00061,2026-02-05 08:43:00,2026-02-05 08:43:00
2721,107,earn,259,158.73,10,online,NP-SKU-00124,2026-02-05 08:46:00,2026-02-05 08:46:00
1304,29,earn,258,44.42,11,click_collect,NP-SKU-00113,2026-02-05 08:55:00,2026-02-05 08:55:00
5351,410,earn,498,28.47,12,online,NP-SKU-00031,2026-02-05 09:44:00,2026-02-05 09:44:00
4116,294,earn,390,162.28,17,click_collect,NP-SKU-00135,2026-02-05 09:56:00,2026-02-05 09:56:00
308,486,earn,26,110.42,20,in_store,NP-SKU-00145,2026-02-05 09:59:00,2026-02-05 09:59:00
3950,15,redeem,269,,,click_collect,,2026-02-05 10:28:00,2026-02-05 10:28:00
1031,62,earn,27,118.82,15,in_store,NP-SKU-00091,2026-02-05 10:29:00,2026-02-05 10:29:00
5757,314,earn,469,68.67,26,online,NP-SKU-00100,2026-02-05 10:51:00,2026-02-05 10:51:00
12741,13,redeem,116,,26,in_store,,2026-02-05 10:52:00,2026-02-05 10:52:00
7343,263,earn,289,120.48,25,in_store,NP-SKU-00099,2026-02-05 10:55:00,2026-02-05 10:55:00
2251,65,earn,169,104.47,3,in_store,NP-SKU-00142,2026-02-05 11:07:00,2026-02-05 11:07:00
1106,377,earn,431,142.34,24,in_store,NP-SKU-00078,2026-02-05 12:29:00,2026-02-05 12:29:00
7885,288,earn,395,179.88,20,online,NP-SKU-00127,2026-02-05 13:34:00,2026-02-05 13:34:00
12978,380,earn,102,98.53,16,click_collect,NP-SKU-00071,2026-02-05 13:40:00,2026-02-05 13:40:00
1978,268,earn,51,132.07,7,click_collect,NP-SKU-00129,2026-02-05 13:48:00,2026-02-05 13:48:00
969,499,redeem,148,,,click_collect,,2026-02-05 14:08:00,2026-02-05 14:08:00
9291,202,earn,120,154.93,4,click_collect,NP-SKU-00082,2026-02-05 14:28:00,2026-02-05 14:28:00
2075,63,earn,305,138.6,28,online,NP-SKU-00067,2026-02-05 14:42:00,2026-02-05 14:42:00
10970,372,earn,55,171.36,,online,NP-SKU-00150,2026-02-05 14:51:00,2026-02-05 14:51:00
12105,431,redeem,287,,24,in_store,,2026-02-05 14:54:00,2026-02-05 14:54:00
10060,428,redeem,95,,27,click_collect,,2026-02-05 15:02:00,2026-02-05 15:02:00
606,42,earn,480,18.47,,in_store,NP-SKU-00038,2026-02-05 15:09:00,2026-02-05 15:09:00
10893,218,earn,282,62.13,14,in_store,NP-SKU-00132,2026-02-05 15:23:00,2026-02-05 15:23:00
3856,371,earn,129,103.79,,online,NP-SKU-00065,2026-02-05 15:30:00,2026-02-05 15:30:00
6619,413,earn,298,16.59,,click_collect,NP-SKU-00039,2026-02-05 15:31:00,2026-02-05 15:31:00
10731,54,redeem,255,,17,in_store,,2026-02-05 16:08:00,2026-02-05 16:08:00
573,464,earn,357,139.92,13,click_collect,NP-SKU-00018,2026-02-05 16:14:00,2026-02-05 16:14:00
5869,335,earn,456,100.57,26,click_collect,NP-SKU-00109,2026-02-05 16:18:00,2026-02-05 16:18:00
10879,365,redeem,110,,4,online,,2026-02-05 16:28:00,2026-02-05 16:28:00
12074,362,earn,118,131.03,6,online,NP-SKU-00134,2026-02-05 16:38:00,2026-02-05 16:38:00
12623,375,earn,422,156.96,16,online,NP-SKU-00120,2026-02-05 16:41:00,2026-02-05 16:41:00
9683,18,redeem,168,,,in_store,,2026-02-05 16:42:00,2026-02-05 16:42:00
2447,150,earn,396,97.85,23,click_collect,NP-SKU-00016,2026-02-05 16:56:00,2026-02-05 16:56:00
1816,221,redeem,127,,23,in_store,,2026-02-05 17:26:00,2026-02-05 17:26:00
9234,227,redeem,127,,29,in_store,,2026-02-05 17:42:00,2026-02-05 17:42:00
13077,453,redeem,85,,23,online,,2026-02-05 17:42:00,2026-02-05 17:42:00
9330,405,earn,62,125.68,10,click_collect,NP-SKU-00051,2026-02-05 17:43:00,2026-02-05 17:43:00
5125,140,redeem,291,,,click_collect,,2026-02-05 18:00:00,2026-02-05 18:00:00
4423,72,redeem,125,,20,click_collect,,2026-02-05 18:11:00,2026-02-05 18:11:00
4334,411,earn,441,156.65,28,in_store,NP-SKU-00041,2026-02-05 18:47:00,2026-02-05 18:47:00
8519,315,earn,105,95.51,,online,NP-SKU-00110,2026-02-05 19:09:00,2026-02-05 19:09:00
5509,171,earn,245,69.47,,online,NP-SKU-00117,2026-02-05 19:19:00,2026-02-05 19:19:00
5904,143,redeem,237,,12,online,,2026-02-05 19:37:00,2026-02-05 19:37:00
1792,461,earn,235,49.58,21,in_store,NP-SKU-00147,2026-02-05 19:49:00,2026-02-05 19:49:00
4656,433,earn,11,174.46,12,online,NP-SKU-00028,2026-02-05 19:54:00,2026-02-05 19:54:00
7650,71,earn,55,121.7,5,click_collect,NP-SKU-00091,2026-02-05 19:54:00,2026-02-05 19:54:00
8537,93,earn,123,143.74,18,online,NP-SKU-00032,2026-02-05 20:54:00,2026-02-05 20:54:00
3789,271,redeem,227,,11,in_store,,2026-02-05 20:56:00,2026-02-05 20:56:00
3904,175,redeem,86,,24,in_store,,2026-02-05 21:05:00,2026-02-05 21:05:00
8304,334,redeem,257,,18,in_store,,2026-02-05 21:07:00,2026-02-05 21:07:00
7593,441,redeem,268,,,click_collect,,2026-02-05 21:26:00,2026-02-05 21:26:00
363,340,earn,447,112.26,,in_store,NP-SKU-00130,2026-02-05 21:30:00,2026-02-05 21:30:00
7417,268,earn,378,161.43,17,in_store,NP-SKU-00023,2026-02-05 21:44:00,2026-02-05 21:44:00
2742,177,earn,424,33.38,,click_collect,NP-SKU-00150,2026-02-05 22:23:00,2026-02-05 22:23:00
11926,262,redeem,286,,20,click_collect,,2026-02-05 22:28:00,2026-02-05 22:28:00
3740,120,earn,335,140.33,11,online,NP-SKU-00053,2026-02-05 22:57:00,2026-02-05 22:57:00
2212,139,redeem,201,,,online,,2026-02-06 08:41:00,2026-02-06 08:41:00
10794,384,earn,223,174.07,10,click_collect,NP-SKU-00067,2026-02-06 09:08:00,2026-02-06 09:08:00
6495,122,earn,45,22.1,13,online,NP-SKU-00029,2026-02-06 09:21:00,2026-02-06 09:21:00
7755,255,earn,135,128.13,22,click_collect,NP-SKU-00110,2026-02-06 09:58:00,2026-02-06 09:58:00
4353,116,earn,68,6.81,,click_collect,NP-SKU-00105,2026-02-06 10:19:00,2026-02-06 10:19:00
4390,43,earn,145,16.6,,click_collect,NP-SKU-00147,2026-02-06 11:22:00,2026-02-06 11:22:00
6151,301,earn,395,35.8,7,online,NP-SKU-00033,2026-02-06 11:35:00,2026-02-06 11:35:00
404,188,earn,369,55.92,17,in_store,NP-SKU-00102,2026-02-06 13:32:00,2026-02-06 13:32:00
1096,323,earn,246,21.89,,online,NP-SKU-00108,2026-02-06 15:20:00,2026-02-06 15:20:00
1813,199,earn,50,157.01,14,online,NP-SKU-00004,2026-02-06 16:03:00,2026-02-06 16:03:00
2133,42,redeem,93,,1,in_store,,2026-02-06 16:11:00,2026-02-06 16:11:00
12457,11,earn,450,54.4,18,in_store,NP-SKU-00062,2026-02-06 16:44:00,2026-02-06 16:44:00
6827,36,redeem,173,,8,click_collect,,2026-02-06 17:14:00,2026-02-06 17:14:00
5495,461,earn,115,96.88,3,online,NP-SKU-00140,2026-02-06 17:41:00,2026-02-06 17:41:00
12995,451,earn,218,129.19,,click_collect,NP-SKU-00103,2026-02-06 18:10:00,2026-02-06 18:10:00
8962,321,earn,236,72.47,,online,NP-SKU-00001,2026-02-06 18:31:00,2026-02-06 18:31:00
8778,393,earn,478,83.06,,in_store,NP-SKU-00064,2026-02-06 18:45:00,2026-02-06 18:45:00
7621,15,earn,431,74.39,1,click_collect,NP-SKU-00007,2026-02-06 19:40:00,2026-02-06 19:40:00
1880,305,earn,175,123.57,1,click_collect,NP-SKU-00111,2026-02-06 20:05:00,2026-02-06 20:05:00
2659,224,earn,110,21.41,21,online,NP-SKU-00111,2026-02-06 20:08:00,2026-02-06 20:08:00
8947,396,redeem,63,,,click_collect,,2026-02-06 20:12:00,2026-02-06 20:12:00
2053,261,redeem,252,,30,click_collect,,2026-02-06 20:25:00,2026-02-06 20:25:00
9701,17,earn,126,147.51,,click_collect,NP-SKU-00051,2026-02-06 20:38:00,2026-02-06 20:38:00
250,199,earn,182,85.13,,click_collect,NP-SKU-00077,2026-02-06 22:39:00,2026-02-06 22:39:00
370,437,redeem,229,,,online,,2026-02-07 08:59:00,2026-02-07 08:59:00
2831,275,earn,130,85.76,10,online,NP-SKU-00011,2026-02-07 11:04:00,2026-02-07 11:04:00
12260,267,earn,283,160.07,4,click_collect,NP-SKU-00123,2026-02-07 11:41:00,2026-02-07 11:41:00
206,276,redeem,295,,25,in_store,,2026-02-07 12:29:00,2026-02-07 12:29:00
8959,410,earn,282,20.52,6,online,NP-SKU-00129,2026-02-07 12:49:00,2026-02-07 12:49:00
261,390,earn,320,114.87,3,click_collect,NP-SKU-00024,2026-02-07 14:32:00,2026-02-07 14:32:00
7434,132,redeem,112,,3,in_store,,2026-02-07 15:01:00,2026-02-07 15:01:00
13180,402,earn,145,149.38,8,online,NP-SKU-00068,2026-02-07 15:26:00,2026-02-07 15:26:00
10627,428,redeem,193,,22,click_collect,,2026-02-07 16:31:00,2026-02-07 16:31:00
5020,216,redeem,223,,25,in_store,,2026-02-07 17:17:00,2026-02-07 17:17:00
2252,367,redeem,103,,,online,,2026-02-07 18:46:00,2026-02-07 18:46:00
13271,182,earn,292,18.74,28,in_store,NP-SKU-00077,2026-02-07 20:30:00,2026-02-07 20:30:00
12245,137,earn,415,151.99,,click_collect,NP-SKU-00097,2026-02-07 20:44:00,2026-02-07 20:44:00
3730,113,earn,386,153.96,9,in_store,NP-SKU-00038,2026-02-08 08:35:00,2026-02-08 08:35:00
9542,18,earn,63,93.27,,click_collect,NP-SKU-00057,2026-02-08 09:16:00,2026-02-08 09:16:00
10473,442,earn,221,60.48,6,in_store,NP-SKU-00026,2026-02-08 09:30:00,2026-02-08 09:30:00
3517,157,earn,138,85.65,21,click_collect,NP-SKU-00085,2026-02-08 11:38:00,2026-02-08 11:38:00
10790,118,redeem,214,,17,click_collect,,2026-02-08 11:41:00,2026-02-08 11:41:00
6345,262,earn,56,135.75,,in_store,NP-SKU-00143,2026-02-08 11:43:00,2026-02-08 11:43:00
4005,60,earn,305,109.43,30,in_store,NP-SKU-00019,2026-02-08 11:56:00,2026-02-08 11:56:00
8724,195,earn,38,162.94,27,online,NP-SKU-00139,2026-02-08 12:25:00,2026-02-08 12:25:00
3182,100,earn,97,74.96,16,online,NP-SKU-00125,2026-02-08 13:36:00,2026-02-08 13:36:00
7294,12,redeem,297,,8,in_store,,2026-02-08 14:22:00,2026-02-08 14:22:00
1108,255,earn,360,84.15,1,online,NP-SKU-00060,2026-02-08 15:23:00,2026-02-08 15:23:00
5573,414,earn,112,92.5,23,in_store,NP-SKU-00009,2026-02-08 17:01:00,2026-02-08 17:01:00
4554,222,earn,279,158.78,,in_store,NP-SKU-00044,2026-02-08 17:40:00,2026-02-08 17:40:00
9163,286,redeem,230,,15,click_collect,,2026-02-08 17:42:00,2026-02-08 17:42:00
1611,304,earn,415,111.99,,in_store,NP-SKU-00035,2026-02-08 18:34:00,2026-02-08 18:34:00
8156,485,redeem,175,,11,online,,2026-02-08 18:40:00,2026-02-08 18:40:00
2666,374,earn,135,94.34,27,click_collect,NP-SKU-00136,2026-02-08 19:49:00,2026-02-08 19:49:00
1323,347,earn,497,143.42,21,online,NP-SKU-00075,2026-02-08 19:50:00,2026-02-08 19:50:00
8285,301,redeem,272,,,online,,2026-02-08 20:01:00,2026-02-08 20:01:00
5769,68,earn,124,146.16,24,online,NP-SKU-00116,2026-02-08 21:27:00,2026-02-08 21:27:00
5092,305,earn,424,95.56,8,click_collect,NP-SKU-00133,2026-02-08 22:04:00,2026-02-08 22:04:00
5900,450,earn,251,37.49,6,click_collect,NP-SKU-00100,2026-02-08 22:21:00,2026-02-08 22:21:00
6351,494,earn,265,110.12,10,click_collect,NP-SKU-00147,2026-02-09 08:49:00,2026-02-09 08:49:00
10486,340,earn,24,16.13,,online,NP-SKU-00080,2026-02-09 09:19:00,2026-02-09 09:19:00
6988,331,redeem,112,,1,click_collect,,2026-02-09 09:36:00,2026-02-09 09:36:00
11162,149,redeem,176,,19,in_store,,2026-02-09 10:54:00,2026-02-09 10:54:00
5898,45,earn,420,110.17,,in_store,NP-SKU-00003,2026-02-09 12:08:00,2026-02-09 12:08:00
5598,357,redeem,267,,14,in_store,,2026-02-09 12:33:00,2026-02-09 12:33:00
8938,156,earn,375,43.45,10,in_store,NP-SKU-00085,2026-02-09 14:00:00,2026-02-09 14:00:00
9996,181,earn,225,127.98,20,click_collect,NP-SKU-00068,2026-02-09 14:11:00,2026-02-09 14:11:00
2440,7,redeem,105,,,click_collect,,2026-02-09 14:12:00,2026-02-09 14:12:00
6203,148,earn,271,91.76,24,online,NP-SKU-00113,2026-02-09 14:33:00,2026-02-09 14:33:00
11125,200,earn,30,147.62,30,click_collect,NP-SKU-00144,2026-02-09 14:49:00,2026-02-09 14:49:00
11641,238,redeem,233,,28,in_store,,2026-02-09 15:16:00,2026-02-09 15:16:00
7962,385,redeem,216,,1,online,,2026-02-09 15:38:00,2026-02-09 15:38:00
2491,487,earn,93,101.3,22,click_collect,NP-SKU-00138,2026-02-09 17:00:00,2026-02-09 17:00:00
13125,358,earn,448,25.33,18,in_store,NP-SKU-00015,2026-02-09 18:52:00,2026-02-09 18:52:00
738,120,earn,479,160.76,21,in_store,NP-SKU-00043,2026-02-09 19:01:00,2026-02-09 19:01:00
12027,315,redeem,141,,10,click_collect,,2026-02-09 19:41:00,2026-02-09 19:41:00
12227,286,redeem,235,,13,in_store,,2026-02-09 20:27:00,2026-02-09 20:27:00
9160,368,redeem,117,,18,in_store,,2026-02-09 20:44:00,2026-02-09 20:44:00
3205,474,redeem,157,,26,online,,2026-02-09 21:27:00,2026-02-09 21:27:00
12103,242,earn,489,105.5,21,click_collect,NP-SKU-00089,2026-02-09 22:12:00,2026-02-09 22:12:00
12100,189,redeem,157,,,online,,2026-02-09 22:40:00,2026-02-09 22:40:00
7245,120,earn,16,125.44,12,click_collect,NP-SKU-00074,2026-02-10 08:27:00,2026-02-10 08:27:00
5755,103,redeem,131,,,online,,2026-02-10 08:33:00,2026-02-10 08:33:00
10680,130,earn,312,138.32,26,in_store,NP-SKU-00118,2026-02-10 08:53:00,2026-02-10 08:53:00
9449,7,redeem,267,,6,in_store,,2026-02-10 09:01:00,2026-02-10 09:01:00
7395,3,earn,300,144.92,,click_collect,NP-SKU-00147,2026-02-10 10:24:00,2026-02-10 10:24:00
1457,252,earn,221,46.14,26,in_store,NP-SKU-00087,2026-02-10 10:38:00,2026-02-10 10:38:00
11141,337,earn,445,40.68,11,in_store,NP-SKU-00003,2026-02-10 11:02:00,2026-02-10 11:02:00
8535,179,earn,261,71.26,,in_store,NP-SKU-00109,2026-02-10 11:17:00,2026-02-10 11:17:00
3172,409,earn,235,131.53,1,online,NP-SKU-00005,2026-02-10 11:25:00,2026-02-10 11:25:00
236,4,earn,196,155.88,14,click_collect,NP-SKU-00035,2026-02-10 12:20:00,2026-02-10 12:20:00
12249,257,earn,355,88.11,3,in_store,NP-SKU-00008,2026-02-10 13:40:00,2026-02-10 13:40:00
3729,272,earn,380,88.8,20,online,NP-SKU-00104,2026-02-10 14:00:00,2026-02-10 14:00:00
1215,219,earn,418,15.55,12,in_store,NP-SKU-00145,2026-02-10 14:02:00,2026-02-10 14:02:00
3267,470,earn,329,50.7,20,online,NP-SKU-00055,2026-02-10 14:58:00,2026-02-10 14:58:00
3806,424,earn,250,150.63,6,in_store,NP-SKU-00074,2026-02-10 15:21:00,2026-02-10 15:21:00
1721,265,earn,496,27.37,6,click_collect,NP-SKU-00092,2026-02-10 15:59:00,2026-02-10 15:59:00
129,41,redeem,135,,6,in_store,,2026-02-10 16:40:00,2026-02-10 16:40:00
10573,425,earn,27,44.17,4,in_store,NP-SKU-00116,2026-02-10 17:50:00,2026-02-10 17:50:00
8744,107,earn,303,61.9,29,online,NP-SKU-00124,2026-02-10 17:53:00,2026-02-10 17:53:00
9517,197,earn,444,17.93,23,online,NP-SKU-00065,2026-02-10 18:03:00,2026-02-10 18:03:00
9311,258,earn,71,135.54,19,online,NP-SKU-00116,2026-02-10 18:15:00,2026-02-10 18:15:00
306,192,earn,158,28.88,,online,NP-SKU-00125,2026-02-10 18:20:00,2026-02-10 18:20:00
3510,256,earn,186,147.98,19,online,NP-SKU-00084,2026-02-10 20:26:00,2026-02-10 20:26:00
1162,379,earn,272,27.06,,online,NP-SKU-00111,2026-02-10 22:17:00,2026-02-10 22:17:00
5864,175,earn,63,62.59,18,click_collect,NP-SKU-00020,2026-02-10 22:26:00,2026-02-10 22:26:00
11319,524,earn,216,126.37,21,in_store,NP-SKU-00045,2026-02-10 22:49:00,2026-02-10 22:49:00
3032,496,earn,130,130.25,8,in_store,NP-SKU-00119,2026-02-11 08:01:00,2026-02-11 08:01:00
10121,232,earn,446,134.81,17,online,NP-SKU-00134,2026-02-11 08:35:00,2026-02-11 08:35:00
1775,187,earn,100,149.31,18,online,NP-SKU-00084,2026-02-11 09:02:00,2026-02-11 09:02:00
12101,142,earn,438,159.74,4,online,NP-SKU-00130,2026-02-11 09:23:00,2026-02-11 09:23:00
2471,36,redeem,155,,,in_store,,2026-02-11 10:25:00,2026-02-11 10:25:00
3775,46,earn,48,31.02,30,online,NP-SKU-00086,2026-02-11 11:09:00,2026-02-11 11:09:00
10739,160,earn,275,92.65,,click_collect,NP-SKU-00024,2026-02-11 11:09:00,2026-02-11 11:09:00
10490,226,earn,42,10.47,17,click_collect,NP-SKU-00088,2026-02-11 11:28:00,2026-02-11 11:28:00
4502,478,earn,434,136.03,6,in_store,NP-SKU-00044,2026-02-11 12:11:00,2026-02-11 12:11:00
6952,256,earn,165,96.18,8,in_store,NP-SKU-00092,2026-02-11 14:24:00,2026-02-11 14:24:00
101,371,earn,189,143.37,,click_collect,NP-SKU-00032,2026-02-11 15:23:00,2026-02-11 15:23:00
9842,419,earn,296,119.45,18,in_store,NP-SKU-00083,2026-02-11 16:27:00,2026-02-11 16:27:00
9363,17,redeem,287,,29,online,,2026-02-11 16:54:00,2026-02-11 16:54:00
7043,261,redeem,276,,2,click_collect,,2026-02-11 16:59:00,2026-02-11 16:59:00
2843,486,redeem,259,,,click_collect,,2026-02-11 17:25:00,2026-02-11 17:25:00
5561,168,redeem,69,,15,click_collect,,2026-02-11 17:25:00,2026-02-11 17:25:00
6489,21,redeem,295,,23,click_collect,,2026-02-11 18:26:00,2026-02-11 18:26:00
13244,287,redeem,171,,26,online,,2026-02-11 18:35:00,2026-02-11 18:35:00
13153,217,redeem,290,,5,online,,2026-02-11 18:37:00,2026-02-11 18:37:00
8608,186,earn,56,47.74,28,click_collect,NP-SKU-00125,2026-02-11 20:10:00,2026-02-11 20:10:00
322,199,earn,265,165.5,,click_collect,NP-SKU-00134,2026-02-11 20:26:00,2026-02-11 20:26:00
5647,253,redeem,282,,22,click_collect,,2026-02-11 20:41:00,2026-02-11 20:41:00
1945,21,earn,305,15.71,6,online,NP-SKU-00137,2026-02-11 21:16:00,2026-02-11 21:16:00
12201,473,earn,357,55.33,8,click_collect,NP-SKU-00074,2026-02-11 22:19:00,2026-02-11 22:19:00
5614,163,redeem,137,,12,in_store,,2026-02-12 08:31:00,2026-02-12 08:31:00
8551,388,earn,291,76.62,14,click_collect,NP-SKU-00110,2026-02-12 08:59:00,2026-02-12 08:59:00
6899,100,earn,447,114.71,30,in_store,NP-SKU-00086,2026-02-12 09:00:00,2026-02-12 09:00:00
1267,182,earn,61,172.31,29,online,NP-SKU-00146,2026-02-12 09:20:00,2026-02-12 09:20:00
5041,290,earn,249,131.28,21,online,NP-SKU-00117,2026-02-12 10:09:00,2026-02-12 10:09:00
6892,178,earn,340,91.27,5,online,NP-SKU-00125,2026-02-12 10:13:00,2026-02-12 10:13:00
11522,474,earn,415,44.24,17,click_collect,NP-SKU-00102,2026-02-12 10:22:00,2026-02-12 10:22:00
11640,357,earn,345,33.1,20,online,NP-SKU-00010,2026-02-12 10:24:00,2026-02-12 10:24:00
8211,487,earn,13,54.01,17,in_store,NP-SKU-00092,2026-02-12 10:45:00,2026-02-12 10:45:00
5497,387,earn,288,19.19,4,click_collect,NP-SKU-00103,2026-02-12 11:09:00,2026-02-12 11:09:00
9134,492,earn,335,108.38,,online,NP-SKU-00084,2026-02-12 11:38:00,2026-02-12 11:38:00
13027,517,earn,485,138.04,2,in_store,NP-SKU-00119,2026-02-12 12:14:00,2026-02-12 12:14:00
10738,228,earn,469,120.88,28,click_collect,NP-SKU-00041,2026-02-12 12:22:00,2026-02-12 12:22:00
6290,81,redeem,215,,27,in_store,,2026-02-12 12:55:00,2026-02-12 12:55:00
4085,25,earn,41,162.77,20,online,NP-SKU-00028,2026-02-12 13:07:00,2026-02-12 13:07:00
3568,192,earn,442,177.37,,online,NP-SKU-00055,2026-02-12 14:10:00,2026-02-12 14:10:00
12341,407,earn,229,47.87,,click_collect,NP-SKU-00009,2026-02-12 14:38:00,2026-02-12 14:38:00
5336,191,earn,41,156.51,,online,NP-SKU-00031,2026-02-12 15:07:00,2026-02-12 15:07:00
5644,56,earn,122,147.37,,click_collect,NP-SKU-00009,2026-02-12 17:05:00,2026-02-12 17:05:00
6278,261,earn,51,78.92,15,click_collect,NP-SKU-00100,2026-02-12 17:14:00,2026-02-12 17:14:00
13337,356,earn,461,17.19,22,in_store,NP-SKU-00009,2026-02-12 17:15:00,2026-02-12 17:15:00
2018,332,earn,99,164.49,3,in_store,NP-SKU-00005,2026-02-12 17:17:00,2026-02-12 17:17:00
11409,315,earn,87,62.85,20,online,NP-SKU-00144,2026-02-12 17:53:00,2026-02-12 17:53:00
8741,174,earn,268,113.66,23,online,NP-SKU-00147,2026-02-12 17:54:00,2026-02-12 17:54:00
1501,37,redeem,119,,,in_store,,2026-02-12 18:13:00,2026-02-12 18:13:00
3655,210,redeem,280,,14,online,,2026-02-12 18:21:00,2026-02-12 18:21:00
12519,392,redeem,108,,8,online,,2026-02-12 18:27:00,2026-02-12 18:27:00
1129,246,redeem,226,,2,click_collect,,2026-02-12 21:01:00,2026-02-12 21:01:00
90,355,earn,428,155.38,11,click_collect,NP-SKU-00125,2026-02-12 21:34:00,2026-02-12 21:34:00
1406,165,redeem,232,,15,click_collect,,2026-02-12 21:55:00,2026-02-12 21:55:00
4928,239,earn,48,68.95,1,in_store,NP-SKU-00080,2026-02-12 22:05:00,2026-02-12 22:05:00
8988,413,earn,82,149.84,1,online,NP-SKU-00131,2026-02-12 22:16:00,2026-02-12 22:16:00
11744,301,redeem,175,,12,click_collect,,2026-02-12 22:44:00,2026-02-12 22:44:00
12868,346,earn,105,36.53,,in_store,NP-SKU-00134,2026-02-12 22:44:00,2026-02-12 22:44:00
11684,142,redeem,204,,16,in_store,,2026-02-12 22:46:00,2026-02-12 22:46:00
1468,238,earn,230,147.76,23,online,NP-SKU-00081,2026-02-12 22:48:00,2026-02-12 22:48:00
7765,231,earn,178,128.64,,in_store,NP-SKU-00034,2026-02-12 22:53:00,2026-02-12 22:53:00
9715,385,redeem,289,,11,in_store,,2026-02-13 08:20:00,2026-02-13 08:20:00
5802,243,earn,144,44.97,7,click_collect,NP-SKU-00010,2026-02-13 08:49:00,2026-02-13 08:49:00
9141,259,earn,318,36.25,,click_collect,NP-SKU-00099,2026-02-13 09:47:00,2026-02-13 09:47:00
1827,95,earn,395,69.96,10,online,NP-SKU-00047,2026-02-13 09:54:00,2026-02-13 09:54:00
1937,357,redeem,203,,27,in_store,,2026-02-13 10:20:00,2026-02-13 10:20:00
2331,131,redeem,183,,19,in_store,,2026-02-13 12:30:00,2026-02-13 12:30:00
11071,134,redeem,184,,24,in_store,,2026-02-13 14:22:00,2026-02-13 14:22:00
3213,453,redeem,192,,,online,,2026-02-13 15:16:00,2026-02-13 15:16:00
7439,3,earn,70,110.58,27,click_collect,NP-SKU-00143,2026-02-13 15:56:00,2026-02-13 15:56:00
2216,284,earn,318,126.34,,online,NP-SKU-00137,2026-02-13 16:00:00,2026-02-13 16:00:00
6419,205,redeem,199,,19,click_collect,,2026-02-13 16:06:00,2026-02-13 16:06:00
7169,181,redeem,163,,6,click_collect,,2026-02-13 17:03:00,2026-02-13 17:03:00
10596,426,earn,99,97.48,23,online,NP-SKU-00009,2026-02-13 17:37:00,2026-02-13 17:37:00
9122,383,earn,91,43.03,30,online,NP-SKU-00022,2026-02-13 19:04:00,2026-02-13 19:04:00
2658,489,earn,483,12.29,9,in_store,NP-SKU-00129,2026-02-13 19:37:00,2026-02-13 19:37:00
841,341,earn,488,157.79,1,online,NP-SKU-00103,2026-02-13 19:53:00,2026-02-13 19:53:00
12062,75,redeem,94,,16,online,,2026-02-13 22:59:00,2026-02-13 22:59:00
13355,307,earn,340,17.67,25,in_store,NP-SKU-00127,2026-02-14 12:30:00,2026-02-14 12:30:00
7736,61,earn,138,138.61,28,click_collect,NP-SKU-00109,2026-02-14 12:42:00,2026-02-14 12:42:00
2628,211,earn,278,30.77,24,online,NP-SKU-00035,2026-02-14 13:25:00,2026-02-14 13:25:00
7553,451,earn,486,149.37,4,online,NP-SKU-00057,2026-02-14 14:17:00,2026-02-14 14:17:00
12366,414,earn,75,116.71,20,click_collect,NP-SKU-00001,2026-02-14 14:48:00,2026-02-14 14:48:00
12439,171,earn,264,32.99,19,click_collect,NP-SKU-00006,2026-02-14 15:19:00,2026-02-14 15:19:00
10491,97,earn,268,59.43,5,in_store,NP-SKU-00012,2026-02-14 15:41:00,2026-02-14 15:41:00
11212,480,redeem,80,,5,online,,2026-02-14 15:57:00,2026-02-14 15:57:00
4332,223,earn,278,141.74,27,click_collect,NP-SKU-00030,2026-02-14 16:29:00,2026-02-14 16:29:00
243,347,earn,483,80.33,,online,NP-SKU-00057,2026-02-14 16:47:00,2026-02-14 16:47:00
3000,147,earn,124,73.42,28,online,NP-SKU-00098,2026-02-14 17:00:00,2026-02-14 17:00:00
2942,32,redeem,223,,23,click_collect,,2026-02-14 19:01:00,2026-02-14 19:01:00
12038,221,earn,114,120.77,,in_store,NP-SKU-00063,2026-02-14 20:07:00,2026-02-14 20:07:00
46,254,redeem,222,,28,in_store,,2026-02-14 20:27:00,2026-02-14 20:27:00
